2026-05-05T00:05:49;RECV;Client 1 : DEMANDE_OUTIL 0

2026-05-05T00:05:49;ALLOC;Client 1 a obtenu l'outil 0
2026-05-05T00:05:49;SEND;Client 1 : OK

2026-05-05T00:05:51;RECV;Client 1 : LIBERATION_OUTIL 0

2026-05-05T00:05:51;LIBERE;Client 1 a libere l'outil 0
2026-05-05T00:05:51;SEND;Client 1 : LIBERE_OK

2026-05-05T00:05:53;RECV;Client 1 : DEMANDE_OUTIL 1

2026-05-05T00:05:53;ALLOC;Client 1 a obtenu l'outil 1
2026-05-05T00:05:53;SEND;Client 1 : OK

2026-05-05T00:05:55;RECV;Client 1 : LIBERATION_OUTIL 1

2026-05-05T00:05:55;LIBERE;Client 1 a libere l'outil 1
2026-05-05T00:05:55;SEND;Client 1 : LIBERE_OK

2026-05-05T00:06:03;RECV;Client 1 : DEMANDE_OUTIL 1

2026-05-05T00:06:03;ALLOC;Client 1 a obtenu l'outil 1
2026-05-05T00:06:03;SEND;Client 1 : OK

2026-05-05T00:06:09;INFO;Client 1 deconnecte
2026-05-05T00:06:16;WATCHDOG;Timeout : liberation forcee de l'outil 1 (client 1)
2026-05-05T00:07:11;INFO;Client 2 connecte
2026-05-05T00:07:19;RECV;Client 2 : DEMANDE_OUTIL 1

2026-05-05T00:07:19;ALLOC;Client 2 a obtenu l'outil 1
2026-05-05T00:07:19;SEND;Client 2 : OK

2026-05-05T00:07:21;RECV;Client 2 : LIBERATION_OUTIL 1

2026-05-05T00:07:21;LIBERE;Client 2 a libere l'outil 1
2026-05-05T00:07:21;SEND;Client 2 : LIBERE_OK

2026-05-05T00:07:26;RECV;Client 2 : DEMANDE_OUTIL 1

2026-05-05T00:07:26;ALLOC;Client 2 a obtenu l'outil 1
2026-05-05T00:07:26;SEND;Client 2 : OK

2026-05-05T00:07:28;RECV;Client 2 : LIBERATION_OUTIL 1

2026-05-05T00:07:28;LIBERE;Client 2 a libere l'outil 1
2026-05-05T00:07:28;SEND;Client 2 : LIBERE_OK

2026-05-05T00:07:35;RECV;Client 2 : DEMANDE_OUTIL 2

2026-05-05T00:07:35;ALLOC;Client 2 a obtenu l'outil 2
2026-05-05T00:07:35;SEND;Client 2 : OK

2026-05-05T00:07:37;RECV;Client 2 : LIBERATION_OUTIL 2

2026-05-05T00:07:37;LIBERE;Client 2 a libere l'outil 2
2026-05-05T00:07:37;SEND;Client 2 : LIBERE_OK

2026-05-05T00:07:45;RECV;Client 2 : DEMANDE_OUTIL 0

2026-05-05T00:07:45;ALLOC;Client 2 a obtenu l'outil 0
2026-05-05T00:07:45;SEND;Client 2 : OK

2026-05-05T00:07:47;RECV;Client 2 : LIBERATION_OUTIL 0

2026-05-05T00:07:47;LIBERE;Client 2 a libere l'outil 0
2026-05-05T00:07:47;SEND;Client 2 : LIBERE_OK

2026-05-05T00:07:50;INFO;Client 3 connecte
2026-05-05T00:07:53;RECV;Client 3 : DEMANDE_DEUX_OUTILS 1 2

2026-05-05T00:07:53;ALLOC;Client 3 a obtenu l'outil 1
2026-05-05T00:07:53;ALLOC;Client 3 a obtenu l'outil 2
2026-05-05T00:07:53;ALLOC;Client 3 a obtenu les deux outils 1 et 2
2026-05-05T00:07:53;SEND;Client 3 : OK

2026-05-05T00:07:54;RECV;Client 2 : DEMANDE_OUTIL 0

2026-05-05T00:07:54;ALLOC;Client 2 a obtenu l'outil 0
2026-05-05T00:07:54;SEND;Client 2 : OK

2026-05-05T00:07:56;RECV;Client 3 : LIBERATION_OUTIL 1

2026-05-05T00:07:56;LIBERE;Client 3 a libere l'outil 1
2026-05-05T00:07:56;SEND;Client 3 : LIBERE_OK

2026-05-05T00:07:56;RECV;Client 3 : LIBERATION_OUTIL 2

2026-05-05T00:07:56;LIBERE;Client 3 a libere l'outil 2
2026-05-05T00:07:56;SEND;Client 3 : LIBERE_OK

2026-05-05T00:07:56;RECV;Client 2 : LIBERATION_OUTIL 0

2026-05-05T00:07:56;LIBERE;Client 2 a libere l'outil 0
2026-05-05T00:07:56;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:00;RECV;Client 3 : DEMANDE_OUTIL 1

2026-05-05T00:08:00;ALLOC;Client 3 a obtenu l'outil 1
2026-05-05T00:08:00;SEND;Client 3 : OK

2026-05-05T00:08:01;RECV;Client 2 : DEMANDE_OUTIL 0

2026-05-05T00:08:01;ALLOC;Client 2 a obtenu l'outil 0
2026-05-05T00:08:01;SEND;Client 2 : OK

2026-05-05T00:08:02;INFO;Client 4 connecte
2026-05-05T00:08:02;RECV;Client 3 : LIBERATION_OUTIL 1

2026-05-05T00:08:02;LIBERE;Client 3 a libere l'outil 1
2026-05-05T00:08:02;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:03;RECV;Client 2 : LIBERATION_OUTIL 0

2026-05-05T00:08:03;LIBERE;Client 2 a libere l'outil 0
2026-05-05T00:08:03;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:06;RECV;Client 3 : DEMANDE_DEUX_OUTILS 0 1

2026-05-05T00:08:06;ALLOC;Client 3 a obtenu l'outil 0
2026-05-05T00:08:06;ALLOC;Client 3 a obtenu l'outil 1
2026-05-05T00:08:06;ALLOC;Client 3 a obtenu les deux outils 0 et 1
2026-05-05T00:08:06;SEND;Client 3 : OK

2026-05-05T00:08:06;RECV;Client 2 : DEMANDE_DEUX_OUTILS 0 2

2026-05-05T00:08:06;WOUND;Client 2 blesse client 3 sur l'outil 0
2026-05-05T00:08:06;ALLOC;Client 2 a obtenu l'outil 2
2026-05-05T00:08:06;ALLOC;Client 2 a obtenu les deux outils 0 et 2
2026-05-05T00:08:06;SEND;Client 2 : OK

2026-05-05T00:08:07;RECV;Client 4 : DEMANDE_OUTIL 1

2026-05-05T00:08:07;WAIT;Client 4 attend l'outil 1 (detenu par 3)
2026-05-05T00:08:07;SEND;Client 4 : REFUS

2026-05-05T00:08:08;RECV;Client 4 : DEMANDE_OUTIL 1

2026-05-05T00:08:08;WAIT;Client 4 attend l'outil 1 (detenu par 3)
2026-05-05T00:08:08;SEND;Client 4 : REFUS

2026-05-05T00:08:09;RECV;Client 4 : DEMANDE_OUTIL 1

2026-05-05T00:08:09;WAIT;Client 4 attend l'outil 1 (detenu par 3)
2026-05-05T00:08:09;SEND;Client 4 : REFUS

2026-05-05T00:08:09;RECV;Client 3 : LIBERATION_OUTIL 0

2026-05-05T00:08:09;LIBERE;Client 2 a libere l'outil 0
2026-05-05T00:08:09;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:09;RECV;Client 3 : LIBERATION_OUTIL 1

2026-05-05T00:08:09;LIBERE;Client 3 a libere l'outil 1
2026-05-05T00:08:09;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:09;RECV;Client 2 : LIBERATION_OUTIL 0

2026-05-05T00:08:09;LIBERE;Client -1 a libere l'outil 0
2026-05-05T00:08:09;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:09;RECV;Client 2 : LIBERATION_OUTIL 2

2026-05-05T00:08:09;LIBERE;Client 2 a libere l'outil 2
2026-05-05T00:08:09;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:10;RECV;Client 4 : DEMANDE_OUTIL 1

2026-05-05T00:08:10;ALLOC;Client 4 a obtenu l'outil 1
2026-05-05T00:08:10;SEND;Client 4 : OK

2026-05-05T00:08:12;RECV;Client 4 : LIBERATION_OUTIL 1

2026-05-05T00:08:12;LIBERE;Client 4 a libere l'outil 1
2026-05-05T00:08:12;SEND;Client 4 : LIBERE_OK

2026-05-05T00:08:12;RECV;Client 3 : DEMANDE_OUTIL 0

2026-05-05T00:08:12;ALLOC;Client 3 a obtenu l'outil 0
2026-05-05T00:08:12;SEND;Client 3 : OK

2026-05-05T00:08:14;RECV;Client 3 : LIBERATION_OUTIL 0

2026-05-05T00:08:14;LIBERE;Client 3 a libere l'outil 0
2026-05-05T00:08:14;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:14;RECV;Client 2 : DEMANDE_OUTIL 0

2026-05-05T00:08:14;ALLOC;Client 2 a obtenu l'outil 0
2026-05-05T00:08:14;SEND;Client 2 : OK

2026-05-05T00:08:16;RECV;Client 2 : LIBERATION_OUTIL 0

2026-05-05T00:08:16;LIBERE;Client 2 a libere l'outil 0
2026-05-05T00:08:16;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:17;RECV;Client 4 : DEMANDE_OUTIL 0

2026-05-05T00:08:17;ALLOC;Client 4 a obtenu l'outil 0
2026-05-05T00:08:17;SEND;Client 4 : OK

2026-05-05T00:08:18;RECV;Client 3 : DEMANDE_DEUX_OUTILS 0 1

2026-05-05T00:08:18;WOUND;Client 3 blesse client 4 sur l'outil 0
2026-05-05T00:08:18;ALLOC;Client 3 a obtenu l'outil 1
2026-05-05T00:08:18;ALLOC;Client 3 a obtenu les deux outils 0 et 1
2026-05-05T00:08:18;SEND;Client 3 : OK

2026-05-05T00:08:19;RECV;Client 4 : LIBERATION_OUTIL 0

2026-05-05T00:08:19;LIBERE;Client 3 a libere l'outil 0
2026-05-05T00:08:19;SEND;Client 4 : LIBERE_OK

2026-05-05T00:08:21;RECV;Client 3 : LIBERATION_OUTIL 0

2026-05-05T00:08:21;LIBERE;Client -1 a libere l'outil 0
2026-05-05T00:08:21;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:21;RECV;Client 3 : LIBERATION_OUTIL 1

2026-05-05T00:08:21;LIBERE;Client 3 a libere l'outil 1
2026-05-05T00:08:21;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:22;RECV;Client 2 : DEMANDE_OUTIL 1

2026-05-05T00:08:22;ALLOC;Client 2 a obtenu l'outil 1
2026-05-05T00:08:22;SEND;Client 2 : OK

2026-05-05T00:08:24;RECV;Client 2 : LIBERATION_OUTIL 1

2026-05-05T00:08:24;LIBERE;Client 2 a libere l'outil 1
2026-05-05T00:08:24;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:25;RECV;Client 2 : DEMANDE_DEUX_OUTILS 0 2

2026-05-05T00:08:25;ALLOC;Client 2 a obtenu l'outil 0
2026-05-05T00:08:25;ALLOC;Client 2 a obtenu l'outil 2
2026-05-05T00:08:25;ALLOC;Client 2 a obtenu les deux outils 0 et 2
2026-05-05T00:08:25;SEND;Client 2 : OK

2026-05-05T00:08:26;RECV;Client 4 : DEMANDE_DEUX_OUTILS 0 1

2026-05-05T00:08:26;WAIT;Client 4 ne peut pas obtenir les deux outils (0,1) immediatement
2026-05-05T00:08:26;SEND;Client 4 : REFUS

2026-05-05T00:08:26;RECV;Client 3 : DEMANDE_OUTIL 2

2026-05-05T00:08:26;WAIT;Client 3 attend l'outil 2 (detenu par 2)
2026-05-05T00:08:26;SEND;Client 3 : REFUS

2026-05-05T00:08:27;RECV;Client 4 : DEMANDE_DEUX_OUTILS 0 1

2026-05-05T00:08:27;WAIT;Client 4 ne peut pas obtenir les deux outils (0,1) immediatement
2026-05-05T00:08:27;SEND;Client 4 : REFUS

2026-05-05T00:08:27;RECV;Client 3 : DEMANDE_OUTIL 2

2026-05-05T00:08:27;WAIT;Client 3 attend l'outil 2 (detenu par 2)
2026-05-05T00:08:27;SEND;Client 3 : REFUS

2026-05-05T00:08:28;RECV;Client 4 : DEMANDE_DEUX_OUTILS 0 1

2026-05-05T00:08:28;WAIT;Client 4 ne peut pas obtenir les deux outils (0,1) immediatement
2026-05-05T00:08:28;SEND;Client 4 : REFUS

2026-05-05T00:08:28;RECV;Client 3 : DEMANDE_OUTIL 2

2026-05-05T00:08:28;WAIT;Client 3 attend l'outil 2 (detenu par 2)
2026-05-05T00:08:28;SEND;Client 3 : REFUS

2026-05-05T00:08:28;RECV;Client 2 : LIBERATION_OUTIL 0

2026-05-05T00:08:28;LIBERE;Client 2 a libere l'outil 0
2026-05-05T00:08:28;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:28;RECV;Client 2 : LIBERATION_OUTIL 2

2026-05-05T00:08:28;LIBERE;Client 2 a libere l'outil 2
2026-05-05T00:08:28;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:29;RECV;Client 4 : DEMANDE_DEUX_OUTILS 0 1

2026-05-05T00:08:29;ALLOC;Client 4 a obtenu l'outil 0
2026-05-05T00:08:29;ALLOC;Client 4 a obtenu l'outil 1
2026-05-05T00:08:29;ALLOC;Client 4 a obtenu les deux outils 0 et 1
2026-05-05T00:08:29;SEND;Client 4 : OK

2026-05-05T00:08:29;RECV;Client 3 : DEMANDE_OUTIL 2

2026-05-05T00:08:29;ALLOC;Client 3 a obtenu l'outil 2
2026-05-05T00:08:29;SEND;Client 3 : OK

2026-05-05T00:08:31;RECV;Client 3 : LIBERATION_OUTIL 2

2026-05-05T00:08:31;LIBERE;Client 3 a libere l'outil 2
2026-05-05T00:08:31;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:32;RECV;Client 4 : LIBERATION_OUTIL 0

2026-05-05T00:08:32;LIBERE;Client 4 a libere l'outil 0
2026-05-05T00:08:32;SEND;Client 4 : LIBERE_OK

2026-05-05T00:08:32;RECV;Client 4 : LIBERATION_OUTIL 1

2026-05-05T00:08:32;LIBERE;Client 4 a libere l'outil 1
2026-05-05T00:08:32;SEND;Client 4 : LIBERE_OK

2026-05-05T00:08:33;RECV;Client 2 : DEMANDE_DEUX_OUTILS 1 2

2026-05-05T00:08:33;ALLOC;Client 2 a obtenu l'outil 1
2026-05-05T00:08:33;ALLOC;Client 2 a obtenu l'outil 2
2026-05-05T00:08:33;ALLOC;Client 2 a obtenu les deux outils 1 et 2
2026-05-05T00:08:33;SEND;Client 2 : OK

2026-05-05T00:08:36;RECV;Client 4 : DEMANDE_DEUX_OUTILS 0 2

2026-05-05T00:08:36;WAIT;Client 4 ne peut pas obtenir les deux outils (0,2) immediatement
2026-05-05T00:08:36;SEND;Client 4 : REFUS

2026-05-05T00:08:36;RECV;Client 3 : DEMANDE_OUTIL 1

2026-05-05T00:08:36;WAIT;Client 3 attend l'outil 1 (detenu par 2)
2026-05-05T00:08:36;SEND;Client 3 : REFUS

2026-05-05T00:08:36;RECV;Client 2 : LIBERATION_OUTIL 1

2026-05-05T00:08:36;LIBERE;Client 2 a libere l'outil 1
2026-05-05T00:08:36;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:36;RECV;Client 2 : LIBERATION_OUTIL 2

2026-05-05T00:08:36;LIBERE;Client 2 a libere l'outil 2
2026-05-05T00:08:36;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:37;RECV;Client 4 : DEMANDE_DEUX_OUTILS 0 2

2026-05-05T00:08:37;ALLOC;Client 4 a obtenu l'outil 0
2026-05-05T00:08:37;ALLOC;Client 4 a obtenu l'outil 2
2026-05-05T00:08:37;ALLOC;Client 4 a obtenu les deux outils 0 et 2
2026-05-05T00:08:37;SEND;Client 4 : OK

2026-05-05T00:08:37;RECV;Client 3 : DEMANDE_OUTIL 1

2026-05-05T00:08:37;ALLOC;Client 3 a obtenu l'outil 1
2026-05-05T00:08:37;SEND;Client 3 : OK

2026-05-05T00:08:39;RECV;Client 3 : LIBERATION_OUTIL 1

2026-05-05T00:08:39;LIBERE;Client 3 a libere l'outil 1
2026-05-05T00:08:39;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:40;RECV;Client 4 : LIBERATION_OUTIL 0

2026-05-05T00:08:40;LIBERE;Client 4 a libere l'outil 0
2026-05-05T00:08:40;SEND;Client 4 : LIBERE_OK

2026-05-05T00:08:40;RECV;Client 4 : LIBERATION_OUTIL 2

2026-05-05T00:08:40;LIBERE;Client 4 a libere l'outil 2
2026-05-05T00:08:40;SEND;Client 4 : LIBERE_OK

2026-05-05T00:08:42;RECV;Client 4 : DEMANDE_DEUX_OUTILS 0 1

2026-05-05T00:08:42;ALLOC;Client 4 a obtenu l'outil 0
2026-05-05T00:08:42;ALLOC;Client 4 a obtenu l'outil 1
2026-05-05T00:08:42;ALLOC;Client 4 a obtenu les deux outils 0 et 1
2026-05-05T00:08:42;SEND;Client 4 : OK

2026-05-05T00:08:42;RECV;Client 3 : DEMANDE_DEUX_OUTILS 0 2

2026-05-05T00:08:42;WOUND;Client 3 blesse client 4 sur l'outil 0
2026-05-05T00:08:42;ALLOC;Client 3 a obtenu l'outil 2
2026-05-05T00:08:42;ALLOC;Client 3 a obtenu les deux outils 0 et 2
2026-05-05T00:08:42;SEND;Client 3 : OK

2026-05-05T00:08:42;RECV;Client 2 : DEMANDE_OUTIL 2

2026-05-05T00:08:42;WOUND;Client 2 blesse client 3 sur l'outil 2
2026-05-05T00:08:42;SEND;Client 2 : OK

2026-05-05T00:08:44;RECV;Client 2 : LIBERATION_OUTIL 2

2026-05-05T00:08:44;LIBERE;Client 2 a libere l'outil 2
2026-05-05T00:08:44;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:45;RECV;Client 4 : LIBERATION_OUTIL 0

2026-05-05T00:08:45;LIBERE;Client 3 a libere l'outil 0
2026-05-05T00:08:45;SEND;Client 4 : LIBERE_OK

2026-05-05T00:08:45;RECV;Client 4 : LIBERATION_OUTIL 1

2026-05-05T00:08:45;LIBERE;Client 4 a libere l'outil 1
2026-05-05T00:08:45;SEND;Client 4 : LIBERE_OK

2026-05-05T00:08:45;RECV;Client 3 : LIBERATION_OUTIL 0

2026-05-05T00:08:45;LIBERE;Client -1 a libere l'outil 0
2026-05-05T00:08:45;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:45;RECV;Client 3 : LIBERATION_OUTIL 2

2026-05-05T00:08:45;LIBERE;Client -1 a libere l'outil 2
2026-05-05T00:08:45;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:46;RECV;Client 4 : DEMANDE_DEUX_OUTILS 0 2

2026-05-05T00:08:46;ALLOC;Client 4 a obtenu l'outil 0
2026-05-05T00:08:46;ALLOC;Client 4 a obtenu l'outil 2
2026-05-05T00:08:46;ALLOC;Client 4 a obtenu les deux outils 0 et 2
2026-05-05T00:08:46;SEND;Client 4 : OK

2026-05-05T00:08:47;RECV;Client 2 : DEMANDE_OUTIL 1

2026-05-05T00:08:47;ALLOC;Client 2 a obtenu l'outil 1
2026-05-05T00:08:47;SEND;Client 2 : OK

2026-05-05T00:08:49;RECV;Client 4 : LIBERATION_OUTIL 0

2026-05-05T00:08:49;LIBERE;Client 4 a libere l'outil 0
2026-05-05T00:08:49;SEND;Client 4 : LIBERE_OK

2026-05-05T00:08:49;RECV;Client 4 : LIBERATION_OUTIL 2

2026-05-05T00:08:49;LIBERE;Client 4 a libere l'outil 2
2026-05-05T00:08:49;SEND;Client 4 : LIBERE_OK

2026-05-05T00:08:49;RECV;Client 2 : LIBERATION_OUTIL 1

2026-05-05T00:08:49;LIBERE;Client 2 a libere l'outil 1
2026-05-05T00:08:49;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:50;RECV;Client 3 : DEMANDE_DEUX_OUTILS 1 2

2026-05-05T00:08:50;ALLOC;Client 3 a obtenu l'outil 1
2026-05-05T00:08:50;ALLOC;Client 3 a obtenu l'outil 2
2026-05-05T00:08:50;ALLOC;Client 3 a obtenu les deux outils 1 et 2
2026-05-05T00:08:50;SEND;Client 3 : OK

2026-05-05T00:08:53;RECV;Client 4 : DEMANDE_OUTIL 2

2026-05-05T00:08:53;WAIT;Client 4 attend l'outil 2 (detenu par 3)
2026-05-05T00:08:53;SEND;Client 4 : REFUS

2026-05-05T00:08:53;RECV;Client 3 : LIBERATION_OUTIL 1

2026-05-05T00:08:53;LIBERE;Client 3 a libere l'outil 1
2026-05-05T00:08:53;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:53;RECV;Client 3 : LIBERATION_OUTIL 2

2026-05-05T00:08:53;LIBERE;Client 3 a libere l'outil 2
2026-05-05T00:08:53;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:54;RECV;Client 4 : DEMANDE_OUTIL 2

2026-05-05T00:08:54;ALLOC;Client 4 a obtenu l'outil 2
2026-05-05T00:08:54;SEND;Client 4 : OK

2026-05-05T00:08:54;RECV;Client 3 : DEMANDE_OUTIL 2

2026-05-05T00:08:54;WOUND;Client 3 blesse client 4 sur l'outil 2
2026-05-05T00:08:54;SEND;Client 3 : OK

2026-05-05T00:08:55;RECV;Client 2 : DEMANDE_DEUX_OUTILS 0 1

2026-05-05T00:08:55;ALLOC;Client 2 a obtenu l'outil 0
2026-05-05T00:08:55;ALLOC;Client 2 a obtenu l'outil 1
2026-05-05T00:08:55;ALLOC;Client 2 a obtenu les deux outils 0 et 1
2026-05-05T00:08:55;SEND;Client 2 : OK

2026-05-05T00:08:56;RECV;Client 4 : LIBERATION_OUTIL 2

2026-05-05T00:08:56;LIBERE;Client 3 a libere l'outil 2
2026-05-05T00:08:56;SEND;Client 4 : LIBERE_OK

2026-05-05T00:08:56;RECV;Client 3 : LIBERATION_OUTIL 2

2026-05-05T00:08:56;LIBERE;Client -1 a libere l'outil 2
2026-05-05T00:08:56;SEND;Client 3 : LIBERE_OK

2026-05-05T00:08:58;RECV;Client 4 : DEMANDE_DEUX_OUTILS 1 2

2026-05-05T00:08:58;WAIT;Client 4 ne peut pas obtenir les deux outils (1,2) immediatement
2026-05-05T00:08:58;SEND;Client 4 : REFUS

2026-05-05T00:08:58;RECV;Client 2 : LIBERATION_OUTIL 0

2026-05-05T00:08:58;LIBERE;Client 2 a libere l'outil 0
2026-05-05T00:08:58;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:58;RECV;Client 2 : LIBERATION_OUTIL 1

2026-05-05T00:08:58;LIBERE;Client 2 a libere l'outil 1
2026-05-05T00:08:58;SEND;Client 2 : LIBERE_OK

2026-05-05T00:08:59;RECV;Client 4 : DEMANDE_DEUX_OUTILS 1 2

2026-05-05T00:08:59;ALLOC;Client 4 a obtenu l'outil 1
2026-05-05T00:08:59;ALLOC;Client 4 a obtenu l'outil 2
2026-05-05T00:08:59;ALLOC;Client 4 a obtenu les deux outils 1 et 2
2026-05-05T00:08:59;SEND;Client 4 : OK

2026-05-05T00:09:02;RECV;Client 4 : LIBERATION_OUTIL 1

2026-05-05T00:09:02;LIBERE;Client 4 a libere l'outil 1
2026-05-05T00:09:02;SEND;Client 4 : LIBERE_OK

2026-05-05T00:09:02;RECV;Client 4 : LIBERATION_OUTIL 2

2026-05-05T00:09:02;LIBERE;Client 4 a libere l'outil 2
2026-05-05T00:09:02;SEND;Client 4 : LIBERE_OK

2026-05-05T00:09:02;RECV;Client 3 : DEMANDE_OUTIL 0

2026-05-05T00:09:02;ALLOC;Client 3 a obtenu l'outil 0
2026-05-05T00:09:02;SEND;Client 3 : OK

2026-05-05T00:09:03;RECV;Client 2 : DEMANDE_OUTIL 2

2026-05-05T00:09:03;ALLOC;Client 2 a obtenu l'outil 2
